product_id,name,net_qty,offer_price,discount,mrp,category,image_urls,product_highlights,product_information,search_phrase
1515,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",450 g,₹350,,,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/3d255773-9046-40eb-90de-377b39732ec9-1AOpEQU_95u0P7WTnWywjLrmVkHUn9TH4/Kellogg-s-Crunchy-Granola-Honey-Almonds-Strawberries-Pumpkin-Seeds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/3d255773-9046-40eb-90de-377b39732ec9-1UiN_oshlAV-Jt0qhhk6el-e67xbJVVDf/Kellogg-s-Crunchy-Granola-Honey-Almonds-Strawberries-Pumpkin-Seeds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/3d255773-9046-40eb-90de-377b39732ec9-1o_9Iaun319-CSPbmi_bj5I1uiI8Qh2Rq/Kellogg-s-Crunchy-Granola-Honey-Almonds-Strawberries-Pumpkin-Seeds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/3d255773-9046-40eb-90de-377b39732ec9-1E_DiuM5lhCdQ_FUxBjBolcDy6RtLpgEC/Kellogg-s-Crunchy-Granola-Honey-Almonds-Strawberries-Pumpkin-Seeds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/3d255773-9046-40eb-90de-377b39732ec9-1J_FhnxuXUqnvrHDMTx-ziTyuubsHT5IW/Kellogg-s-Crunchy-Granola-Honey-Almonds-Strawberries-Pumpkin-Seeds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Kellogg-s-Crunchy-Granola-Honey-Almonds-Strawberries-Pumpkin-Seeds.png']","{'Brand': ""Kellogg's"", 'Weight': '450 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248', 'Manufacturer Address': 'Kelloggs India Pvt Ltd, Plot No. L2 & L3, Taloja MIDC, Dist. Rajgad, Maharashtra - 410208.', 'Country Of Origin': 'India', 'Manufacturer Name': 'Kelloggs India Pvt Ltd', 'Shelf Life': '12 months'}",Zepto Kellogg's Crunchy Granola Honey Almonds Strawberries & Pumpkin Seeds 450g 330.0 rupees
1516,Kellogg's Chocos Fills Double Chocolaty 250 g Combo,250 g X 2,₹374,8% Off,₹410,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/f6876bfc-6399-444f-b1fa-8cb6d01cd8d0/Kellogg-s-Chocos-Fills-Double-Chocolaty-250-g-Combo.jpg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Kellogg-s-Chocos-Fills-Double-Chocolaty-250-g-Combo.png']","{'Brand': ""Kellogg's""}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248'}",Zepto Kellogg's Chocos 250g 130.0 rupees
1517,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle 150 g Combo,150 g X 2,₹60,6% Off,₹64,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1500-1500,pr-true,f-auto,q-80/inventory/product/a05849d9-082d-46bd-acc7-3fc60842bc4c-2766/Ching-s-Secret-Just-Soak-Whole-Wheat-Veg-Hakka-Noodle-150-g-Combo.jpg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Ching-s-Secret-Just-Soak-Whole-Wheat-Veg-Hakka-Noodle-150-g-Combo.png']","{'Brand': ""Ching's Secret"", 'Weight': '150 g x 2'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248'}",Zepto Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle 150g 32.0 rupees
1518,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,40 g,₹60,,,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-6668-6668,pr-true,f-auto,q-80/inventory/product/99389347-2428-438d-8e67-1051d9c33590-57905972/The-Whole-Truth-Vegan-Fig-Apricot-Orange-Energy-Bar-No-Sugar.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/inventory/product/9f02122e-0df3-47d1-846d-1db47f363f30-17qgm8gzttcXElH8jQ5F93mhPAHDBEPdU/The-Whole-Truth-Vegan-Fig-Apricot-Orange-Energy-Bar-No-Sugar.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-640,ar-600-600,pr-true,f-auto,q-80/inventory/product/9f02122e-0df3-47d1-846d-1db47f363f30-17vVq7QhHQFrpNDIIGv282Z977u3ChMoT/The-Whole-Truth-Vegan-Fig-Apricot-Orange-Energy-Bar-No-Sugar.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/The-Whole-Truth-Vegan-Fig-Apricot-Orange-Energy-Bar-No-Sugar.png']","{'Brand': 'The Whole Truth', 'Weight': '40 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248', 'Manufacturer Address': 'Fitshit Health Solutions Pvt. Ltd.36 ABCD, 1st Floor, Marol Co-operative Industrial Estate, M Vasan', 'Country Of Origin': 'India', 'Manufacturer Name': 'Fitshit Health Solutions Pvt', 'Shelf Life': '120 days'}",Zepto The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar 40g 60.0 rupees
1520,ITC Master Chef Classic Aloo Tikki | No Added Preservatives | 12 pieces,480 g,₹135,,,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-3000-3000,pr-true,f-auto,q-80/cms/product_variant/1a733ed8-297e-425e-b723-fdc92c20a80a/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1280-1280,pr-true,f-auto,q-80/cms/product_variant/55ed500d-bc7f-4bdc-89d7-24e375447669/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1280-1280,pr-true,f-auto,q-80/cms/product_variant/21d7fa23-bedb-4251-bbed-22deb2159e73/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1280-1280,pr-true,f-auto,q-80/cms/product_variant/83032318-2ad6-4d34-aa81-3b57c733285f/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/8db88268-50b0-4ecb-8bcd-591280ae4245/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/cms/product_variant/0a55f610-131d-47bf-bcdd-43dfe0bc126a/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/0d800df0-ed35-4fb3-a96e-104db246b24d/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/cms/product_variant/d06e2c63-097d-4907-ac26-e3dcb591f95b/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/50d5a374-b934-46a9-84ac-5f553dcedda7/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/ITC-Master-Chef-Classic-Aloo-Tikki-No-Added-Preservatives-12-pieces.png']","{'Allergen Information': 'Contains: Milk, Soy, Sulphites, Tree Nuts, and Wheat', 'Brand': 'ITC Master Chef Frozen', 'Key Features': 'Treat yourself to our interpretation of an iconic Delhi street snack with ITC Master Chefs Classic Aloo Tikki. Available in a ready-to-cook pack, this frozen snack is a must-have at home', 'Material Type Free': 'Preservative-free', 'Nutrition Information': 'Energy (kcal) 165, protein (g) 2.7, carbohydrate (g) 22.9, total sugars (g) 0.5, added sugars (g) 0.0, total fat (g) 6.9, saturated fat (g) 3.2, sodium (mg) 377.6', 'Packaging Type': 'Pouch', 'Product Type': 'Aloo Tikki', 'Storage Instruction': 'Always store at -18°C or below', 'Weight': '480 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Commodum Groceries Private Limited', 'Seller Address': 'COMMODUM GROCERIES PRIVATE LIMITED, Regd. Office: 44, Saket Building, Mullick Bazaar, Park Street, Kolkata, West Bengal, India, 700016. For Support ReachOut : support+commodum@zeptonow.com', 'Seller License No.': '12822999000310', 'Manufacturer Name': 'ITC Limited', 'Manufacturer Address': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.', 'Country Of Origin': 'India', 'Shelf Life': '18 months'}",Zepto ITC Master Chef Classic Aloo Tikki 320g 80.0 rupees
1522,Wingreens Farms Chipotle Dip,180 g,₹190,5% Off,₹200,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1021,ar-1021-1021,pr-true,f-auto,q-80/cms/product_variant/adbf05be-e450-4259-af94-e766d79b94fe/Wingreens-Farms-Chipotle-Dip.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Wingreens-Farms-Chipotle-Dip.png']","{'Allergen Information': 'Contains: Garlic', 'Brand': 'Wingreens', 'Dietary Preference': 'Veg', 'Fssai License': '10812005000457', 'Flavour': 'Chipotle', 'Ingredients': 'Acidity Regulators (INS 270, INS 330), Contains Permitted Class II Preservatives (INS 202, INS 211), Garlic, Milk Solids, Permitted Antioxidant (INS 386), Red Chilli Paste (16.6%), Sugar, Sunflower Oil, Thickeners (INS 1442, INS 415), Water', 'Material Type Free': 'Nut-free', 'Packaging Type': 'Tub', 'Product Type': 'Chipotle Dip', 'Storage Instruction': 'Store in a cool, hygienic, and dry place. Avoid exposure to direct sunlight and keep in air tight container', 'Weight': '180 g', 'Unit': '1', 'Nutrition Information': 'Nutritional Facts Approximate Values Per 100g of Product Energy: 443 kcal, Protein: 1.6g, Carbohydrates: 16.6g, Sugar: 8.9g, Total Fat: 41.2g, Saturated Fat: 7.4g', 'Used For': 'Snacks', 'Item Form': 'Cream'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Drogheria Sellers Private Limited', 'Seller Address': 'Brigade IRV, 9th & 10th Floors, Nallurhalli, White Field, Bangalore, Banglore, Karnataka, India, 560066 For Support ReachOut : support+drogheria@zeptonow.com', 'Seller License No.': '11522998001570', 'Country Of Origin': 'India', 'Manufacturer Name': 'WINGREENS FARMS PVT LTD', 'Manufacturer Address': 'WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana.', 'Shelf Life': '6 months'}",Zepto Wingreens Farms Chipotle Dip 180g 200.0 rupees
1523,Kellogg's Corn Flakes Real Almond Honey,170 g,₹99,,,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1058,ar-1058-1058,pr-true,f-auto,q-80/cms/product_variant/fbacf475-cd35-449d-a3e0-6aaff90a0ffa/Kellogg-s-Corn-Flakes-Real-Almond-Honey.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/cms/product_variant/b2e35682-e257-406e-88e9-89f16404fad0/Kellogg-s-Corn-Flakes-Real-Almond-Honey.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1058,ar-1058-1058,pr-true,f-auto,q-80/cms/product_variant/f6ad940c-5994-4350-8bb9-23643baec23b/Kellogg-s-Corn-Flakes-Real-Almond-Honey.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1058,ar-1058-1058,pr-true,f-auto,q-80/cms/product_variant/5e42ffd8-6928-4ba9-b71e-32aa06c10d6a/Kellogg-s-Corn-Flakes-Real-Almond-Honey.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1058,ar-1058-1058,pr-true,f-auto,q-80/cms/product_variant/702b38eb-aaa9-4102-b9f4-3186fc8fc909/Kellogg-s-Corn-Flakes-Real-Almond-Honey.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Kellogg-s-Corn-Flakes-Real-Almond-Honey.png']","{'Brand': ""Kellogg's"", 'Weight': '170 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Geddit Convenience Private Limited', 'Seller Address': 'Geddit Convenience Private Limited, Unit 803, Lodha Supremus, Saki Vihar Road, Opp MTNL, Office, Powai, Mumbai, Maharashtra, India,400072 For Support ReachOut : support+geddit@zeptonow.com', 'Seller License No.': '11521998000248', 'Manufacturer Name': 'Kellogg India Private Limited', 'Shelf Life': '9 months'}",Zepto Kellogg's Real Almond & Honey Corn Flakes 1000g 550.0 rupees
1524,Kellogg's Crunchy Granola Chocolate & Almonds,450 g,₹398,,,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/982a7a7c-328c-451c-a85e-ab7f8ff704c6/Kellogg-s-Crunchy-Granola-Chocolate-Almonds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/24c2ad53-d9e3-4109-99a2-51787c6a65d2-1NmvAIB2Djss3H3DFVsCYwTbt-8_iccGO/Kellogg-s-Crunchy-Granola-Chocolate-Almonds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/24c2ad53-d9e3-4109-99a2-51787c6a65d2-1TpfH3up2Qu-jkariESxgGhHT7_kozaPO/Kellogg-s-Crunchy-Granola-Chocolate-Almonds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/24c2ad53-d9e3-4109-99a2-51787c6a65d2-19_Whh68T6bvP11SMDZyEtYJlbBaiU1o-/Kellogg-s-Crunchy-Granola-Chocolate-Almonds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1080,ar-1080-1080,pr-true,f-auto,q-80/inventory/product/24c2ad53-d9e3-4109-99a2-51787c6a65d2-1LCiClZHvsJbL4Dlj2d4_S3H4T5_xWafW/Kellogg-s-Crunchy-Granola-Chocolate-Almonds.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Kellogg-s-Crunchy-Granola-Chocolate-Almonds.png']","{'Allergen Information': 'Contains: Milk, Soy, and Tree Nuts', 'Brand': ""Kellogg's"", 'Dietary Preference': 'Veg', 'Flavour': 'Chocolate', 'Ideal For': 'Adults', 'Ingredients': 'Almonds (15%), Cereal Extract Refined Wheat Flour (Maida) (1.8%), Cocoa Solids (0.6%), Edible Vegetable Oil (Palmolein), Liquid Glucose, Milk Chocolate Powder (5.2%) [Contains Sugar, Milk Solids, Cocoa Butter, Cocoa Solids, and Emulsifiers (INS 322(I))], Minerals Antioxidants (INS 307B, INS 320), Oat Flour (5.8%), Rice Flour (3.5%), Rolled Barley (0.1%), Rolled Oats (36.4%), Raising Agent (INS 500(II)), Sugar, Iodized Salt Colour (INS 150D), Vitamins, Wheat Flour (Atta) (1.1%)', 'Key Features': 'Contains 15 real almonds, oven-baked for perfect texture, multigrain goodness with fiber, chocolaty taste for a delightful breakfast', 'Material Type Free': 'Artificial Colour-free, Flavour-free, and Preservative-free', 'Nutrition Information': ""Nutrition Information Typical value for 40 g serving 40 g serving with 200 ml of cow's milk Energy: 188 kcal (without milk), 334 kcal (with milk), Energy from Fat: 74 kcal (without milk) 155 kcal (with milk), Total Fat: 8.2 g (without milk) 17.2 g (with milk), Saturated Fatty Acids: 2.3 g (without milk) 4.3 g (with milk), Monounsaturated Fatty Acids: 4.3 g (with milk), Polyunsaturated Fatty Acids: 1.6 g (without milk), Trans Fatty Acids: 0 g (without milk), Total Carbohydrates: 26.3 g (without milk) 36.1 g (with milk), Of which Sugar (Sucrose): 8.4 g (both without and with milk) Of which Dietary Fibre: 2.0 g (both without and with milk) Protein: 3.2 g (without milk) 9.7 g (with milk), Sodium: 0.12 g (without milk) 0.18 g (with milk)"", 'Packaging Type': 'Pouch', 'Product Type': 'Granola', 'Storage Instruction': 'Keep in a cool and dry place. Once opened, store in an airtight container', 'Unit': '1', 'Weight': '450 g'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Commodum Groceries Private Limited', 'Seller Address': 'COMMODUM GROCERIES PRIVATE LIMITED, Regd. Office: 44, Saket Building, Mullick Bazaar, Park Street, Kolkata, West Bengal, India, 700016. For Support ReachOut : support+commodum@zeptonow.com', 'Seller License No.': '12822999000310', 'Country Of Origin': 'India', 'Manufacturer Name': 'Kelloggs India Pvt Ltd', 'Manufacturer Address': 'Kelloggs India Pvt Ltd, Plot No. L2 & L3, Taloja MIDC, Dist. Rajgad, Maharashtra - 410208.', 'Shelf Life': '9 months'}",Zepto Kellogg's Crunchy Granola Chocolate & Almonds 450g 330.0 rupees
1527,Mother's Recipe Pickle - Mango 400 g Combo,400 g X 2,₹276,8% Off,₹300,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-640,ar-1566-1566,pr-true,f-auto,q-80/cms/product_variant/5f743103-0e05-4743-b385-6465f230ea0c/Mother-s-Recipe-Pickle-Mango-400-g-Combo.jpg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-640,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Mother-s-Recipe-Pickle-Mango-400-g-Combo.png']","{'Brand': ""Mother's Recipe""}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Commodum Groceries Private Limited', 'Seller Address': 'COMMODUM GROCERIES PRIVATE LIMITED, Regd. Office: 44, Saket Building, Mullick Bazaar, Park Street, Kolkata, West Bengal, India, 700016. For Support ReachOut : support+commodum@zeptonow.com', 'Seller License No.': '12822999000310'}",Zepto Mother's Recipe Pickle - Mango 400g 125.0 rupees
1529,Pedigree Dentastix Dog Treat Oral Care for Adult Medium Breed 180 gms Combo,180 g X 2,₹366,12% Off,₹420,Packaged Food,"['https://cdn.zeptonow.com/production/ik-seo/tr:w-1280,ar-1500-1500,pr-true,f-auto,q-80/inventory/product/30801a36-74c0-41de-9cc2-5ec98d7a95ae-2982/Pedigree-Dentastix-Dog-Treat-Oral-Care-for-Adult-Medium-Breed-180-gms-Combo.jpg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/inventory/product/1464090c-2051-4178-8e4b-1a74c832c7ff-19anzU2rK9BsHICYYPEQEAnPqjo9N4imm/Pedigree-Dentastix-Dog-Treat-Oral-Care-for-Adult-Medium-Breed-180-gms-Combo.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/inventory/product/1464090c-2051-4178-8e4b-1a74c832c7ff-1fBT1ddLx1DBtfOO9IqZ0_g2mUKayA6hO/Pedigree-Dentastix-Dog-Treat-Oral-Care-for-Adult-Medium-Breed-180-gms-Combo.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/inventory/product/1464090c-2051-4178-8e4b-1a74c832c7ff-1e0_03DSYXP_RdGG2wOyuqrmsFSFzJCU_/Pedigree-Dentastix-Dog-Treat-Oral-Care-for-Adult-Medium-Breed-180-gms-Combo.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1000,ar-1000-1000,pr-true,f-auto,q-80/inventory/product/1464090c-2051-4178-8e4b-1a74c832c7ff-1GCY2hMbxDvjq_JYY3nbQ0u24H_pLvwc8/Pedigree-Dentastix-Dog-Treat-Oral-Care-for-Adult-Medium-Breed-180-gms-Combo.jpeg', 'https://cdn.zeptonow.com/production/ik-seo/tr:w-1210,ar-1210-700,pr-true,f-auto,q-80/inventory/IMAGE/c55e1c9f-8d21-4153-bf29-46892d57c616-Screenshot_2022-08-26_at_15.35.02/Pedigree-Dentastix-Dog-Treat-Oral-Care-for-Adult-Medium-Breed-180-gms-Combo.png']","{'Brand': 'Pedigree', 'Weight': '180 g x 2'}","{'Disclaimer': 'All images are for representational purposes only. It is advised that you read the batch and manufacturing details, directions for use, allergen information, health and nutritional claims (wherever applicable), and other details mentioned on the label before consuming the product. For combo items, individual prices can be viewed on the page.', 'Customer Care Details': 'In case of any issue, contact us E-mail address: support@zeptonow.com', 'Seller Name': 'Drogheria Sellers Private Limited', 'Seller Address': 'Brigade IRV, 9th & 10th Floors, Nallurhalli, White Field, Bangalore, Banglore, Karnataka, India, 560066 For Support ReachOut : support+drogheria@zeptonow.com', 'Seller License No.': '11522998001570'}",Zepto Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed  180g 175.0 rupees
